id1,judul1,kategori1,type1,id2,judul2,kategori2,type2,similarity,similarity_normalized
031,MPR RI Usulkan Penambahan Anggaran Rp251 Miliar di Tahun 2025,,history,011,Fakta-fakta Menarik di Balik Film Furiosa: A Mad Max Saga,,new,0.4445019145533915,0.9243764594721156
031,MPR RI Usulkan Penambahan Anggaran Rp251 Miliar di Tahun 2025,,history,028,Erick Thohir Sebut Pemain Timnas U-23 Punya 3 Bekal Jika Gabung Timnas Indonesia Senior di Kualifikasi Piala Dunia 2026,,new,0.44442545182195925,0.9242174492482026
031,MPR RI Usulkan Penambahan Anggaran Rp251 Miliar di Tahun 2025,,history,008,Komisi III DPR perjuangkan tambahan anggaran BNN dan BNPT tahun 2025,,new,0.4437122188755659,0.922734225612533
031,MPR RI Usulkan Penambahan Anggaran Rp251 Miliar di Tahun 2025,,history,003,Komisi III DPR RI Dorong Penambahan Anggaran MPR dan DPD di Tahun 2025,,new,0.4395007171268174,0.9139760786887335
031,MPR RI Usulkan Penambahan Anggaran Rp251 Miliar di Tahun 2025,,history,016,Avatar: The Last Airbender Resmi Lanjut! Begini Cerita Lanjutkan Bagian 2 dan 3 Perjalanan Aang,,new,0.4377739984491142,0.9103852322929349
